id,name,brand,manufacturer,upc,ean,type,currency,price,priceMin,priceMax,orderable,ats,stockLevel,primaryCategoryId,shortDescription,longDescription,pageTitle,pageDescription,pageKeywords,variationAttributes,variantCount,imageCount,primaryImage,slug
25518983M,Quilted Car Coat,,,,,master,USD,117.99,,,true,398,398,womens-clothing-jackets,Turn heads and keep warm with our new quilted car coat.,Turn heads and keep warm with our new quilted car coat.,Quilted Car Coat,Turn heads and keep warm with our new quilted car coat.,,color=Blue Fox; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwf6def84c/images/large/PG.10205945.JJCF1XX.PZ.jpg,
25518123M,Long Sleeve Appliqued Crew Neck,,,,,master,USD,25.99,,,true,1200,1200,womens-clothing-tops,We took this classic crew neck and updated it with jewels and embroidery.,We took this classic crew neck and updated it with jewels and embroidery.,Long Sleeve Appliqued Crew Neck,We took this classic crew neck and updated it with jewels and embroidery.,,color=Black|Grey Heather|Sugar; size=S|M|L|XL,12,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwa1bdfbb0/images/large/PG.10217145.JJ169XX.PZ.jpg,
25519010M,Striped Button Down,,,,,master,USD,40.99,,,true,400,400,womens-clothing-tops,This button down is one of our all time favorite classic styles. Pair it with the matching skirt and a piece of great Commerce Cloud Store jewelry.,This button down is one of our all time favorite classic styles. Pair it with the matching skirt and a piece of great Commerce Cloud Store jewelry.,Striped Button Down,This button down is one of our all time favorite classic styles. Pair it with the matching skirt and a piece of great Commerce Cloud Store jewelry.,,color=Lavender Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwbbfcb90c/images/large/PG.10213219.JJP19XX.PZ.jpg,
25589165M,No-Iron Easy Care Sleeveless Shawl Collar Blouse,,,,,master,USD,43.99,,,true,600,600,womens-clothing-tops,This classic no-iron easy care sleeveless blouse is perfect on it's own or under a jacket. It is truly a classic basic that is a must have in every wardrobe.,This classic no-iron easy care sleeveless blouse is perfect on it's own or under a jacket. It is truly a classic basic that is a must have in every wardrobe.,No-Iron Easy Care Sleeveless Shawl Collar Blouse,This classic no-iron easy care sleeveless blouse is perfect on it's own or under a jacket. It is truly a classic basic that is a must have in every wardrobe.,,color=Cobalt; size=4|6|8|12|14|16,6,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw26888bf3/images/large/PG.10233645.JJ555XX.PZ.jpg,
25564896M,Lace Trimmed Cardigan,,,,,master,USD,47.99,,,true,800,800,womens-clothing-tops,We love the updated version of our classic cardigan. We've added two pockets and lace trim for a fabulous look.,We love the updated version of our classic cardigan. We've added two pockets and lace trim for a fabulous look.,Lace Trimmed Cardigan,We love the updated version of our classic cardigan. We've added two pockets and lace trim for a fabulous look.,,color=Black|spring bud; size=S|M|L|XL,8,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw4e5d5080/images/large/PG.10236946.JJ169XX.PZ.jpg,
25591111M,Leather Top Front Studded Jacket,,,,,master,USD,145.99,,,true,400,400,womens-clothing-jackets,This is truly a wow piece that will update any basic bottom. You'll look fabulous with this studded jacket and a great Commerce Cloud Store bottom.,This is truly a wow piece that will update any basic bottom. You'll look fabulous with this studded jacket and a great Commerce Cloud Store bottom.,Leather Top Front Studded Jacket,This is truly  a wow piece that will update any basic bottom. You'll look fabulous with this studded jacket and a great Commerce Cloud Store bottom.,,color=Black; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw9564326e/images/large/PG.10232564.JJ169XX.PZ.jpg,
25501623M,2 Button Pocket Jacket,,,,,master,USD,131.99,,,true,700,700,womens-clothing-jackets,A classic jacket in salt-and-pepper tweed looks new again. Add the matching pant for a perfect look from nine-to-five and beyond.,A classic jacket in salt-and-pepper tweed looks new again. Add the matching pant for a perfect look from nine-to-five and beyond.,2 Button Pocket Jacket,A classic jacket in salt-and-pepper tweed looks new again.  Add the matching pant for a perfect look from nine-to-five and beyond.,,color=Zinc Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw3d81caeb/images/large/PG.10206928.JJ1ANA1.PZ.jpg,
25518795M,Button Front Jacket,,,,,master,USD,61.99,,,true,400,400,womens-clothing-jackets,We took our best selling jacket and updated it with a new color for the season. Start showing off!,We took our best selling jacket and updated it with a new color for the season. Start showing off!,Button Front Jacket,We took our best selling jacket and updated it with a new color for the season. Start showing off!,,color=Aqua Haze; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw08c25f54/images/large/PG.10212871.JJ8OLXX.PZ.jpg,
25518241M,Cotton Turtleneck Sweater,,,,,master,USD,39.99,,,true,1500,1500,womens-clothing-tops,Meet a Commerce Cloud Store new wardrobe favorite - a turtleneck that works perfectly from desk to dinner!,Meet a Commerce Cloud Store new wardrobe favorite - a turtleneck that works perfectly from desk to dinner!,Cotton Turtle Neck Sweater,Meet a Commerce Cloud Store new wardrobe favorite - a turtleneck that works perfectly from desk to dinner!,,color=Black|Meadow Violet|Begonia Pink|Grey Heather|Sugar; size=S|M|L|XL,15,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw953e9cec/images/large/PG.10218965.JJ169XX.PZ.jpg,
25519039M,Striped Pleated Ruffle Front Shirt,,,,,master,USD,50.99,,,true,400,400,womens-clothing-tops,Pair our favorite striped shirt with our new wide leg pants. You can dress this up or down for a perfect look.,Pair our favorite striped shirt with our new wide leg pants. You can dress this up or down for a perfect look.,Striped Pleated Ruffle Front Shirt,Pair our favorite striped shirt with our new wide leg pants. You can dress this up or down for a perfect look.,,color=Admiral Navy & White; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw704163ee/images/large/PG.10213243.JJCN1XX.PZ.jpg,
25589225M,3/4 Sleeve V-Neck Cardigan,,,,,master,USD,88.99,,,true,400,400,womens-clothing-tops,Our best selling cardigan has been updated with a textured pattern. Pair it with a great Commerce Cloud Store bottom and you are ready for the boardroom.,Our best selling cardigan has been updated with a textured pattern. Pair it with a great Commerce Cloud Store bottom and you are ready for the boardroom.,3/4 Sleeve V-Neck Cardigan,Our best selling cardigan  has been updated with a textured pattern. Pair it with a great Commerce Cloud Store bottom and you are ready for the boardroom.,,color=Ivory/Gold; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw1020ab38/images/large/PG.10235066.JJBG9XX.PZ.jpg,
25591149M,Floral Print Blouse,,,,,master,USD,54.99,,,true,400,400,womens-clothing-tops,Take a floral pattern and update it in black and white. That gives you a perfect top for day or night.,Take a floral pattern and update it in black and white. That gives you a perfect top for day or night.,Floral Print Blouse,Take a floral pattern and update it in black and white. That gives you a perfect top for day or night.,,color=Black & White; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwbb242720/images/large/PG.10232720.JJ0DDXX.PZ.jpg,
25519358M,Long Sleeve V-Neck Top,,,,,master,USD,33.99,,,true,1198,1198,womens-clothing-tops,"This long sleeve v-neck top is crisp, classic, and casually chic. Pair it perfectly with a Commerce Cloud Store pant for perfect weekend look.","This long sleeve v-neck top is crisp, classic, and casually chic. Pair it perfectly with a Commerce Cloud Store pant for perfect weekend look.",Long Sleeve V-Neck Top,"This long sleeve v-neck top is crisp, classic, and casually chic. Pair it perfectly with a Commerce Cloud Store pant for perfect weekend look.",,color=Black|Icy Mint|White; size=S|M|L|XL,12,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw5a856b9b/images/large/PG.10217073.JJ169XX.PZ.jpg,
25629037M,V-Neck Jacket,,,,,master,USD,148.99,,,true,600,600,womens-clothing-jackets,Spring into a new season with this sleek and sophisticated classic back seamed two-pocket jacket.,Spring into a new season with this sleek and sophisticated classic back seamed two-pocket jacket.,V-Neck Jacket,Spring into a new season with this sleek and sophisticated classic back seamed two-pocket jacket.,,color=Black; size=4|6|10|12|14|16,6,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw3b5fb739/images/large/PG.10232256.JJ3WCXX.PZ.jpg,
25518637M,Button Down Shirt,,,,,master,USD,69,,,true,500,500,womens-clothing-tops,An object of our obsession! We love this Shirt. Pair it with a slim pant for slimming look!,An object of our obsession! We love this Shirt. Pair it with a slim pant for slimming look!,Button Down Shirt,An object of our obsession! We love this Shirt.  Pair it with a slim pant for slimming look!,,color=White; size=XS|S|M|L|XL,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwa3adce23/images/large/PG.10208669.JJI15XX.PZ.jpg,
25565055M,Floral Print Tee,,,,,master,USD,30,,,true,500,500,womens-clothing-tops,Update your wardrobe with this floral print tee. Floral prints are the easiest way to transition into a new season,Update your wardrobe with this floral print tee. Floral prints are the easiest way to transition into a new season,Floral Print Tee,Update your wardrobe with this floral print tee. Floral prints are the easiest way to transition into a new season,,color=Multi; size=XS|S|M|L|XL,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw3265aa02/images/large/PG.10237394.JJZ01XX.PZ.jpg,
25518647M,Button Down Shirt,,,,,master,USD,69,,,true,499,499,womens-clothing-tops,An object of our obsession! We love this shimmer shirt. Pair it with a slim pant for a great look!,An object of our obsession! We love this shimmer shirt. Pair it with a slim pant for a great look!,Button Down Shirt,An object of our obsession!  We love this shimmer shirt.  Pair it with a slim pant for a great look!,,color=Silver Multi; size=XS|S|M|L|XL,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw126048b9/images/large/PG.10208673.JJ3VXXX.PZ.jpg,
25565460M,Dolman Tunic,,,,,master,USD,49,,,true,500,500,womens-clothing-tops,A soft dolman tunic is a flattering and relaxed look for any day.,A soft dolman tunic is a flattering and relaxed look for any day.,Dolman Tunic,A soft dolman tunic is a flattering and relaxed look for any day.,,color=dk sprout; size=XS|S|M|L|XL,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwdf9af68f/images/large/PG.10234424.JJ2VFA0.PZ.jpg,
25592509M,Pleated Shell,,,,,master,USD,64,,,true,400,400,womens-clothing-tops,We updated our favorite shell with a new color for the season! You will love the way looks.,We updated our favorite shell with a new color for the season! You will love the way looks.,Pleated Shell,We updated our favorite shell with a new color for the season! You will love the way looks.,,color=Hot Pink; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwf092c1d5/images/large/PG.10234620.JJI72XX.PZ.jpg,
25565199M,Scoop Neck Tank With Embroidery,,,,,master,USD,44,,,true,799,799,womens-clothing-tops,This tank is a great addition to your closet! The embroidery makes it look so feminine!,This tank is a great addition to your closet! The embroidery makes it look so feminine!,Scoop Neck Tank With Embroidery,This tank is a great addition to your closet!  The embroidery makes it look so feminine!,,color=White|fiesta coral; size=S|M|L|XL,8,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw915bda1e/images/large/PG.10236106.JJZ17XX.PZ.jpg,
25565339M,Crew Neck Tee,,,,,master,USD,30,,,true,500,500,womens-clothing-tops,We are in love with this printed tee. It is perfect with jeans or shorts for a fresh look.,We are in love with this printed tee. It is perfect with jeans or shorts for a fresh look.,Crew Neck Tee,We are in love with this printed tee.  It is perfect with jeans or shorts for a fresh look.,,color=swiss navy & white; size=XS|S|M|L|XL,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw90566c3a/images/large/PG.10237398.JJHR8XX.PZ.jpg,
25565443M,Scoop Neck Shell,,,,,master,USD,49,,,true,400,400,womens-clothing-tops,We took our best selling shell and updated it with the color of the season. Pair with its matching cardigan for a perfect look!,We took our best selling shell and updated it with the color of the season. Pair with its matching cardigan for a perfect look!,Scoop Neck Shell,We took our best selling shell and updated it with the color of the season.  Pair with its matching cardigan for a perfect look!,,color=Toast; size=XS|S|M|L,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw19ba954a/images/large/PG.10234412.JJ5GTXX.PZ.jpg,
25565696M,Ruffle Flounce Raglan Top,,,,,master,USD,64,,,true,400,400,womens-clothing-tops,Add this ruffle flounce raglan top to your day or evening wardrobe. It will look great on its own or under a fabulous Commerce Cloud Store jacket.,Add this ruffle flounce raglan top to your day or evening wardrobe. It will look great on its own or under a fabulous Commerce Cloud Store jacket.,Ruffle Flounce Raglan Top,Add this ruffle flounce raglan top to your day or evening wardrobe.  It will look great on its own or under a fabulous Commerce Cloud Store jacket.,,color=swiss navy & white; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwa2adcc75/images/large/PG.10228221.JJDL6XX.PZ.jpg,
25592386M,Floral Tie Front Shirt,,,,,master,USD,64,,,true,400,400,womens-clothing-tops,Our floral print tie shirts are always a best seller. This floral shirt is both fashionable and sophisticated.,Our floral print tie shirts are always a best seller. This floral shirt is both fashionable and sophisticated.,Floral Tie Front Shirt,Our floral print tie shirts are always a best seller. This floral shirt is both fashionable and sophisticated.,,color=Hot Pink Combo; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwe2495d0c/images/large/PG.10217189.JJB52A0.PZ.jpg,
25592599M,Scoop Neck Knit,,,,,master,USD,54,,,true,400,400,womens-clothing-tops,This tank is a great addition to your closet! The color looks great on everyone!,This tank is a great addition to your closet! The color looks great on everyone!,Scoop Neck Knit,This tank is a great addition to your closet!  The color looks great on everyone!,,color=Coral Sun; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw162f6549/images/large/PG.10239382.JJZ58XX.PZ.jpg,
25593071M,Blouse with Tie Neck,,,,,master,USD,74,,,true,200,200,womens-clothing-tops,This classic sleeveless blouse is perfect on its own or under a jacket. It is truly a classic basic that is a must have in every wardrobe.,This classic sleeveless blouse is perfect on its own or under a jacket. It is truly a classic basic that is a must have in every wardrobe.,Blouse with Tie Neck,This classic sleeveless blouse is perfect on its own or under a jacket.  It is truly a classic basic that is a must have in every wardrobe.,,color=Slate Multi; size=12|16,2,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwc694b93c/images/large/PG.10236358.JJ6JUXX.PZ.jpg,
25593174M,Boat Neck Tunic,,,,,master,USD,109,,,true,400,400,womens-clothing-tops,Pair with a great bottom for a perfect look. This can be dressed up or dressed down.,Pair with a great bottom for a perfect look. This can be dressed up or dressed down.,Boat Neck Tunic,Pair with a great bottom for a perfect look. This can be dressed up or dressed down.,,color=Keylime Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw3709a3fd/images/large/PG.10235386.JJG32A0.PZ.jpg,
25720029M,Double Hoop Clip On Earring,,,,,master,USD,28,,,true,100,100,womens-jewelry-earrings,These clip on double hoop earring dresses up any outfit with ease and perfection. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,These clip on double hoop earring dresses up any outfit with ease and perfection. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Double Hoop Clip On Earring,These clip on double hoop earring dresses up any outfit with ease and perfection. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,,color=Gold,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw1953b494/images/large/PG.60119225.JJ887XX.PZ.jpg,
25565250M,Short Sleeve V-Neck Tee,,,,,master,USD,25,,,true,3996,3996,womens-clothing-tops,The short sleeve cotton V-neck is a stretchy and comfortable layering piece. Wear alone or pair it with your favorite jacket or sweater.,The short sleeve cotton V-neck is a stretchy and comfortable layering piece. Wear alone or pair it with your favorite jacket or sweater.,Short Sleeve V-Neck Tee,The short sleeve cotton V-neck is a stretchy and comfortable layering piece.  Wear alone or pair it with your favorite jacket or sweater.,,color=Black|seagrass|custard|Swiss Navy|Blue|White|clear sky|fiesta coral; size=XS|S|M|L|XL,40,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwd4507f98/images/large/PG.10237342.JJ169XX.PZ.jpg,
25720352M,Polka Dot Ruffle Sleeveless Blouse,,,,,master,USD,64,,,true,400,400,womens-clothing-tops,This blouse is great weekend wear. Pair with a Commerce Cloud Store tank!,This blouse is great weekend wear. Pair with a Commerce Cloud Store tank!,Polka Dot Ruffle Sleeveless Blouse,This blouse is great weekend wear. Pair with a Commerce Cloud Store tank!,,color=swiss navy & white; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwa4334d7c/images/large/PG.10237430.JJDL6XX.PZ.jpg,
25592954M,Notch Collar Jacket,,,,,master,USD,219,,,true,600,600,womens-clothing-jackets,This is truly a wow piece that will update any basic bottom. You'll look fabulous with this jacket and a great Commerce Cloud Store bottom.,This is truly a wow piece that will update any basic bottom. You'll look fabulous with this jacket and a great Commerce Cloud Store bottom.,Notch Collar Jacket,This is truly a wow piece that will update any basic bottom. You'll look fabulous with this jacket and a great Commerce Cloud Store bottom.,,color=Slate Multi; size=6|8|10|12|14|16,6,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw812505f8/images/large/PG.10233297.JJ6JUXX.PZ.jpg,
25696669M,Flat Front Open Jacket.,,,,,master,USD,209,,,true,700,700,womens-clothing-jackets,You can never go wrong with a classic suit jacket. Add a classic scoop neck shell and pump.,You can never go wrong with a classic suit jacket. Add a classic scoop neck shell and pump.,Flat Front Open Jacket.,You can never go wrong with a classic suit jacket. Add a classic scoop neck shell and pump. ,,color=Black & White; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw9ce7bc24/images/large/PG.10245185.JJ3WWXX.PZ.jpg,
25762724M,Hooded Trench Coat,,,,,master,USD,180,,,true,400,400,womens-clothing-jackets,You will love this trench coat! It is so cute! The pleats in the back make it ultra feminine!,You will love this trench coat! It is so cute! The pleats in the back make it ultra feminine!,Hooded Trench Coat,You will love this trench coat! It is so cute! The pleats in the back make it ultra feminine!,,color=Flax; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw802b8c19/images/large/PG.J11708JOT0.FLAXFB.PZ.jpg,
25697499M,Pleated Jacket.,,,,,master,USD,139,,,true,1399,1399,womens-clothing-jackets,Time to update your assortment with this great suit jacket. You will love its easy fit and classic look.,Time to update your assortment with this great suit jacket. You will love its easy fit and classic look.,Pleated Jacket.,Time to update your assortment with this great suit jacket. You will love its easy fit and classic look. ,,color=Black|White; size=4|6|8|10|12|14|16,14,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwab7aa494/images/large/PG.10245334.JJ169XX.PZ.jpg,
25642436M,Floral Smock Tank Dress,,,,,master,USD,50,,,true,399,399,womens-clothing-dresses,Perfect dress for any occasion. Dress it up with great Commerce Cloud Store jewelry.,Perfect dress for any occasion. Dress it up with great Commerce Cloud Store jewelry.,Floral Smock Tank Dress,Perfect dress for any occasion. Dress it up with great Commerce Cloud Store jewelry.,,color=Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwf5d67436/images/large/PG.10236962.JJZ01XX.PZ.jpg,
22962004M,No-Iron Easy Care French Cuff Striped Shirt,,,,,master,USD,75,,,true,648,648,womens-clothing-tops,No need to iron or press this top! Just wash and dry and you're ready to go with a wrinkle-free look. Crisp black and white stripes and a tailored fit make this the perfect suiting piece for women on the go.,No need to iron or press this top! Just wash and dry and you're ready to go with a wrinkle-free look. Crisp black and white stripes and a tailored fit make this the perfect suiting piece for women on the go.,No-Iron Easy Care French Cuff Striped Shirt,No need to iron or press this top!  Just wash and dry and you're ready to go with a wrinkle-free look.  Crisp black and white stripes and a tailored fit make this the perfect suiting piece for women on the go.,,color=Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw39576811/images/large/PG.8211X3997.JJ001XX.PZ.jpg,
25696529M,Tweed Short Sleeve Jacket.,,,,,master,USD,189,,,true,700,700,womens-clothing-jackets,You will love to pair this jacket with great Commerce Cloud Store pant or skirt! Wear 9 to 5 and beyond!,You will love to pair this jacket with great Commerce Cloud Store pant or skirt! Wear 9 to 5 and beyond!,Tweed Short Sleeve Jacket.,You will love to pair this jacket with great Commerce Cloud Store pant or skirt! Wear 9 to 5 and beyond! ,,color=New Coral Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw08879d7e/images/large/PG.10240847.JJE84XX.PZ.jpg,
25592838M,Textured 2 Pocket Jacket,,,,,master,USD,189,,,true,1400,1400,womens-clothing-jackets,Our best selling textured jacket is new this year in this season's newest color. Wear the cuff folded upon down. Add a skirt and you will be set to go!,Our best selling textured jacket is new this year in this season's newest color. Wear the cuff folded upon down. Add a skirt and you will be set to go!,Textured 2 Pocket Jacket,Our best selling textured jacket is new this year in this season's newest color. Wear the cuff folded upon down. Add a skirt and you will be set to go!,,color=New Dill|Stone; size=4|6|8|10|12|14|16,14,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwf2e4640e/images/large/PG.10226361.JJGC2XX.PZ.jpg,
25599640M,Pink and Brown Bracelet,,,,,master,USD,60,,,true,97,97,womens-jewelry-bracelets,"Pink, brown and a bit of worn gold coalesce in this simply elegant bracelet. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.","Pink, brown and a bit of worn gold coalesce in this simply elegant bracelet. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.",Pink and Brown Bracelet,"Pink, brown and a bit of worn gold coalesce in this simply elegant bracelet. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.",,color=Gold,1,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw8de7bcfd/images/large/PG.60108558.JJ887XX.PZ.jpg,
25720817M,Tie Front Cardigan,,,,,master,USD,89,,,true,1200,1200,womens-clothing-tops,The perfect thrown on tie front cardigan for any occasion. This great for the warmer months.,The perfect thrown on tie front cardigan for any occasion. This great for the warmer months.,Tie Front Cardigan,The perfect thrown on tie front cardigan for any occasion. This great for the warmer months.,,color=Linen White|Sundried Coral|Blue Stone; size=S|M|L|XL,12,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw87ab09c4/images/large/PG.10258622.JJFD7A0.PZ.jpg,
25517896M,Long Sleeve Classic Button Front Shirt,,,,,master,USD,34.99,,,true,393,393,womens-clothing-tops,We took this classic silhouette and updated this shirt with a modern pattern.,We took this classic silhouette and updated this shirt with a modern pattern.,Long Sleeve Classic Button Front Shirt,We took this classic silhouette and updated this shirt with a modern pattern.,,color=Black & Sugar; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw3a828932/images/large/PG.10216053.JJ0CZXX.PZ.jpg,
25518729M,Long Sleeve Denim Button Down,,,,,master,USD,40.99,,,true,399,399,womens-clothing-tops,We took this classic silhouette and updated this shirt a denim look.,We took this classic silhouette and updated this shirt a denim look.,Long Sleeve Denim Button Down,We took this classic silhouette and updated this shirt a denim look.,,color=Oasis Wash; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw01ec2a1b/images/large/PG.10207068.JJ9JFXX.PZ.jpg,
25589233M,Scoop Neck Tee,,,,,master,USD,73.99,,,true,400,400,womens-clothing-tops,We've update our infamous layering tee in a new pattern. Grab a layering tee to wear on its own or under a jacket,We've update our infamous layering tee in a new pattern. Grab a layering tee to wear on its own or under a jacket,Scoop Neck Tee,We've update our infamous layering tee in a new pattern. Grab a layering tee to wear on its own or under a jacket,,color=Cobalt Blue; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw77a14af1/images/large/PG.10235338.JJW19A7.PZ.jpg,
25589040M,V-Neck Shimmer Jacket,,,,,master,USD,155.99,,,true,700,700,womens-clothing-jackets,Our best selling jacket has been updated in a textured shimmer fabric. Pair it with the matching skirt and you are set to go!,Our best selling jacket has been updated in a textured shimmer fabric. Pair it with the matching skirt and you are set to go!,V-Neck Shimmer Jacket,Our best selling jacket has been updated in a textured shimmer fabric. Pair it with the matching skirt and you are set to go!,,color=Black Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw5ef5ad01/images/large/PG.10225732.JJ3WDXX.PZ.jpg,
25502134M,Sleeveless Scoop Neck Shell,,,,,master,USD,43.99,,,true,300,300,womens-clothing-tops,We took this classic shell and updated it with this season's favorite color.,We took this classic shell and updated it with this season's favorite color.,Sleeveless Scoop Neck Shell,We took this classic shell and updated it with this season's favorite color.,,color=Laurel; size=S|M|L,3,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwe71fc754/images/large/PG.10214727.JJ0NLC1.PZ.jpg,
25589444M,Floral Cap Sleeve Blouse,,,,,master,USD,65.99,,,true,697,697,womens-clothing-tops,We've updated one of our favorite Cap sleeve blouses in a vibrant floral print. Match it with a great Commerce Cloud Store bottom and you are set to go.,We've updated one of our favorite Cap sleeve blouses in a vibrant floral print. Match it with a great Commerce Cloud Store bottom and you are set to go.,Floral Cap Sleeve Blouse,We've updated one of our favorite Cap sleeve blouses in a vibrant floral print. Match it with a great Commerce Cloud Store bottom and you are set to go.,,color=Ivory Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwcfcb07ed/images/large/PG.10227177.JJ5ABXX.PZ.jpg,
